feature,numOfAppearance,chromeFirst,chromeLast,firefoxFirst,firefoxLast
window.parent.ServiceWorkerContainer.prototype.getRegistrations,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ServiceWorker,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ServiceWorker.prototype.postMessage,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ScriptProcessorNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ScreenOrientation,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ScreenOrientation.prototype.lock,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ScreenOrientation.prototype.unlock,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Response,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Response.prototype._initBody,2,chrome-64.json,chrome-65.json,undefined,undefined
window.parent.Response.prototype.blob,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Response.prototype.arrayBuffer,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Response.prototype.text,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Response.prototype.formData,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Response.prototype.json,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Response.prototype.clone,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Response.error,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Response.redirect,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Request,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Request.prototype.clone,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Request.prototype._initBody,2,chrome-64.json,chrome-65.json,undefined,undefined
window.parent.Request.prototype.blob,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Request.prototype.arrayBuffer,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Request.prototype.text,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Request.prototype.formData,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Request.prototype.json,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCTrackEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCStatsReport,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCStatsReport.prototype.keys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCStatsReport.prototype.values,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCStatsReport.prototype.forEach,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCStatsReport.prototype.has,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCStatsReport.prototype.get,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCStatsReport.prototype.entries,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCSessionDescription,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCSessionDescription.prototype.toJSON,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCRtpSender,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCRtpReceiver,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCRtpReceiver.prototype.getContributingSources,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCRtpContributingSource,9,chrome-64.json,chrome-72.json,undefined,undefined
window.parent.RTCPeerConnectionIceEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCIceCandidate,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCIceCandidate.prototype.toJSON,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCDataChannelEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCDataChannel,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCDataChannel.prototype.close,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCDataChannel.prototype.send,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCCertificate,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.RTCCertificate.prototype.getFingerprints,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Plugin,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Plugin.prototype.item,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Plugin.prototypedItem.length,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Plugin.prototypedItem.name,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PluginArray,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PluginArray.prototype.item,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PluginArray.prototypedItem.length,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PluginArray.prototypedItem.name,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PluginArray.prototype.refresh,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PhotoCapabilities,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PeriodicWave,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PannerNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PannerNode.prototype.setPosition,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.PannerNode.prototype.setOrientation,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.OverconstrainedError,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.OscillatorNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.OscillatorNode.prototype.setPeriodicWave,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.OfflineAudioContext,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.OfflineAudioContext.prototype.startRendering,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.OfflineAudioContext.prototype.suspend,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.OfflineAudioCompletionEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.NetworkInformation,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.NavigationPreloadManager,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.NavigationPreloadManager.prototype.enable,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.NavigationPreloadManager.prototype.disable,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.NavigationPreloadManager.prototype.setHeaderValue,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.NavigationPreloadManager.prototype.getState,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MimeType,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MimeTypeArray,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MimeTypeArray.prototype.item,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MimeTypeArray.prototypedItem.length,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MimeTypeArray.prototypedItem.name,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamTrackEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamTrack,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamTrack.prototype.clone,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamTrack.prototype.stop,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamTrack.prototype.getCapabilities,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamTrack.prototype.getConstraints,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamTrack.prototype.getSettings,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamTrack.prototype.applyConstraints,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamAudioSourceNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaStreamAudioDestinationNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaSource,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaSource.prototype.addSourceBuffer,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaSource.prototype.removeSourceBuffer,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaSource.prototype.endOfStream,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaSource.prototype.setLiveSeekableRange,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaSource.prototype.clearLiveSeekableRange,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaSource.isTypeSupported,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaSettingsRange,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaRecorder,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaRecorder.prototype.start,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaRecorder.prototype.stop,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaRecorder.prototype.pause,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaRecorder.prototype.resume,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaRecorder.prototype.requestData,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaRecorder.isTypeSupported,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeySystemAccess,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeySystemAccess.prototype.getConfiguration,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeySystemAccess.prototype.createMediaKeys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeyStatusMap,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeyStatusMap.prototype.has,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeyStatusMap.prototype.get,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeyStatusMap.prototype.keys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeyStatusMap.prototype.values,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeyStatusMap.prototype.forEach,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeyStatusMap.prototype.entries,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeySession,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeySession.prototype.generateRequest,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeySession.prototype.load,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeySession.prototype.update,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeySession.prototype.close,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeySession.prototype.remove,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaKeyMessageEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaEncryptedEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaElementAudioSourceNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaDevices,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaDevices.prototype.enumerateDevices,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaDevices.prototype.getSupportedConstraints,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaDevices.prototype.getUserMedia,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaDeviceInfo,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MediaDeviceInfo.prototype.toJSON,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIPort,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIPort.prototype.open,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIPort.prototype.close,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIOutputMap,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIOutputMap.prototype.keys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIOutputMap.prototype.values,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIOutputMap.prototype.forEach,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIOutputMap.prototype.has,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIOutputMap.prototype.get,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIOutputMap.prototype.entries,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIOutput,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIOutput.prototype.send,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIMessageEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIInputMap,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIInputMap.prototype.keys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIInputMap.prototype.values,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIInputMap.prototype.forEach,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIInputMap.prototype.has,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIInputMap.prototype.get,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIInputMap.prototype.entries,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIInput,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIConnectionEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.MIDIAccess,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ImageCapture,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ImageCapture.prototype.getPhotoCapabilities,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ImageCapture.prototype.getPhotoSettings,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ImageCapture.prototype.setOptions,2,chrome-64.json,chrome-65.json,undefined,undefined
window.parent.ImageCapture.prototype.takePhoto,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ImageCapture.prototype.grabFrame,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ImageBitmapRenderingContext,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ImageBitmapRenderingContext.prototype.transferFromImageBitmap,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IIRFilterNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IIRFilterNode.prototype.getFrequencyResponse,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBVersionChangeEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBTransaction,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBTransaction.prototype.objectStore,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBTransaction.prototype.abort,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBRequest,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBOpenDBRequest,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.put,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.add,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.delete,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.clear,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.get,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.getKey,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.getAll,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.getAllKeys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.count,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.openCursor,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.openKeyCursor,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.index,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.createIndex,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBObjectStore.prototype.deleteIndex,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBKeyRange,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBKeyRange.prototype.includes,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBKeyRange.only,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBKeyRange.lowerBound,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBKeyRange.upperBound,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBKeyRange.bound,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBIndex,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBIndex.prototype.get,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBIndex.prototype.getKey,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBIndex.prototype.getAll,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBIndex.prototype.getAllKeys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBIndex.prototype.count,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBIndex.prototype.openCursor,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBIndex.prototype.openKeyCursor,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBFactory,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBFactory.prototype.open,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBFactory.prototype.deleteDatabase,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBFactory.prototype.cmp,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBDatabase,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBDatabase.prototype.transaction,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBDatabase.prototype.close,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBDatabase.prototype.createObjectStore,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBDatabase.prototype.deleteObjectStore,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBCursorWithValue,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBCursor,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBCursor.prototype.advance,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBCursor.prototype.continue,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBCursor.prototype.continuePrimaryKey,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBCursor.prototype.update,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.IDBCursor.prototype.delete,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers.prototype.append,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers.prototype.delete,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers.prototype.get,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers.prototype.has,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers.prototype.set,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers.prototype.forEach,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers.prototype.keys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers.prototype.values,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Headers.prototype.entries,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.GamepadEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Gamepad,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.GamepadButton,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.GainNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.EventSource,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.EventSource.prototype.close,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.DynamicsCompressorNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.DeviceOrientationEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.DeviceMotionEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.DelayNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.DOMError,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CryptoKey,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Crypto,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Crypto.prototype.getRandomValues,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Crypto.prototype.get subtle,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ConvolverNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ConstantSourceNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CloseEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ChannelSplitterNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.ChannelMergerNode,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.save,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.restore,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.scale,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.rotate,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.translate,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.transform,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.setTransform,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.resetTransform,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.createLinearGradient,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.createRadialGradient,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.createPattern,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.clearRect,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.fillRect,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.strokeRect,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.beginPath,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.fill,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.stroke,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.drawFocusIfNeeded,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.clip,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.isPointInPath,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.isPointInStroke,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.fillText,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.strokeText,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.measureText,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.drawImage,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.getImageData,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.putImageData,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.createImageData,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.setLineDash,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.getLineDash,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.closePath,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.moveTo,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.lineTo,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.quadraticCurveTo,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.bezierCurveTo,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.arcTo,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.rect,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.arc,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasRenderingContext2D.prototype.ellipse,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasCaptureMediaStreamTrack,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CanvasCaptureMediaStreamTrack.prototype.requestFrame,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CacheStorage,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CacheStorage.prototype.match,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CacheStorage.prototype.has,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CacheStorage.prototype.open,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CacheStorage.prototype.delete,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.CacheStorage.prototype.keys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Cache,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Cache.prototype.match,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Cache.prototype.matchAll,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Cache.prototype.add,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Cache.prototype.addAll,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Cache.prototype.put,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Cache.prototype.delete,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.Cache.prototype.keys,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.BroadcastChannel,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.BroadcastChannel.prototype.postMessage,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.BroadcastChannel.prototype.close,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.BlobEvent,18,chrome-64.json,chrome-81.json,undefined,undefined
window.parent.BiquadFilterNode,18,chrome-64.json,chrome-81.json,undefined,undefined
